SUMLEV,REGION,DIVISION,STATE,Unnamed: 4,STNAME,CTYNAME,CENSUS2010POP
50,3,7,48,147,Texas,Fannin,33915
50,3,7,48,149,Texas,Fayette,24554
50,3,7,48,151,Texas,Fisher,3974
50,3,7,48,153,Texas,Floyd,6446
50,3,7,48,155,Texas,Foard,1336
50,3,7,48,157,Texas,Fort Bend,585375
50,3,7,48,159,Texas,Franklin,10605
50,3,7,48,161,Texas,Freestone,19816
50,3,7,48,163,Texas,Frio,17217
50,3,7,48,165,Texas,Gaines,17526
50,3,7,48,167,Texas,Galveston,291309
50,3,7,48,169,Texas,Garza,6461
50,3,7,48,171,Texas,Gillespie,24837
50,3,7,48,173,Texas,Glasscock,1226
50,3,7,48,175,Texas,Goliad,7210
50,3,7,48,177,Texas,Gonzales,19807
50,3,7,48,179,Texas,Gray,22535
50,3,7,48,181,Texas,Grayson,120877
50,3,7,48,183,Texas,Gregg,121730
50,3,7,48,185,Texas,Grimes,26604
50,3,7,48,187,Texas,Guadalupe,131533
50,3,7,48,189,Texas,Hale,36273
50,3,7,48,191,Texas,Hall,3353
50,3,7,48,193,Texas,Hamilton,8517
50,3,7,48,195,Texas,Hansford,5613
50,3,7,48,197,Texas,Hardeman,4139
50,3,7,48,199,Texas,Hardin,54635
50,3,7,48,201,Texas,Harris,4092459
50,3,7,48,203,Texas,Harrison,65631
50,3,7,48,205,Texas,Hartley,6062
50,3,7,48,207,Texas,Haskell,5899
50,3,7,48,209,Texas,Hays,157107
50,3,7,48,211,Texas,Hemphill,3807
50,3,7,48,213,Texas,Henderson,78532
50,3,7,48,215,Texas,Hidalgo,774769
50,3,7,48,217,Texas,Hill,35089
50,3,7,48,219,Texas,Hockley,22935
50,3,7,48,221,Texas,Hood,51182
50,3,7,48,223,Texas,Hopkins,35161
50,3,7,48,225,Texas,Houston,23732
50,3,7,48,227,Texas,Howard,35012
50,3,7,48,229,Texas,Hudspeth,3476
50,3,7,48,231,Texas,Hunt,86129
50,3,7,48,233,Texas,Hutchinson,22150
50,3,7,48,235,Texas,Irion,1599
50,3,7,48,237,Texas,Jack,9044
50,3,7,48,239,Texas,Jackson,14075
50,3,7,48,241,Texas,Jasper,35710
50,3,7,48,243,Texas,Jeff Davis,2342
50,3,7,48,245,Texas,Jefferson,252273
50,3,7,48,247,Texas,Jim Hogg,5300
50,3,7,48,249,Texas,Jim Wells,40838
50,3,7,48,251,Texas,Johnson,150934
50,3,7,48,253,Texas,Jones,20202
50,3,7,48,255,Texas,Karnes,14824
50,3,7,48,257,Texas,Kaufman,103350
50,3,7,48,259,Texas,Kendall,33410
50,3,7,48,261,Texas,Kenedy,416
50,3,7,48,263,Texas,Kent,808
50,3,7,48,265,Texas,Kerr,49625
50,3,7,48,267,Texas,Kimble,4607
50,3,7,48,269,Texas,King,286
50,3,7,48,271,Texas,Kinney,3598
50,3,7,48,273,Texas,Kleberg,32061
50,3,7,48,275,Texas,Knox,3719
50,3,7,48,277,Texas,Lamar,49793
50,3,7,48,279,Texas,Lamb,13977
50,3,7,48,281,Texas,Lampasas,19677
50,3,7,48,283,Texas,La Salle,6886
50,3,7,48,285,Texas,Lavaca,19263
50,3,7,48,287,Texas,Lee,16612
50,3,7,48,289,Texas,Leon,16801
50,3,7,48,291,Texas,Liberty,75643
50,3,7,48,293,Texas,Limestone,23384
50,3,7,48,295,Texas,Lipscomb,3302
50,3,7,48,297,Texas,Live Oak,11531
50,3,7,48,299,Texas,Llano,19301
50,3,7,48,301,Texas,Loving,82
50,3,7,48,303,Texas,Lubbock,278831
50,3,7,48,305,Texas,Lynn,5915
50,3,7,48,307,Texas,McCulloch,8283
50,3,7,48,309,Texas,McLennan,234906
50,3,7,48,311,Texas,McMullen,707
50,3,7,48,313,Texas,Madison,13664
50,3,7,48,315,Texas,Marion,10546
50,3,7,48,317,Texas,Martin,4799
50,3,7,48,319,Texas,Mason,4012
50,3,7,48,321,Texas,Matagorda,36702
50,3,7,48,323,Texas,Maverick,54258
50,3,7,48,325,Texas,Medina,46006
50,3,7,48,327,Texas,Menard,2242
50,3,7,48,329,Texas,Midland,136872
50,3,7,48,331,Texas,Milam,24757
50,3,7,48,333,Texas,Mills,4936
50,3,7,48,335,Texas,Mitchell,9403
50,3,7,48,337,Texas,Montague,19719
50,3,7,48,339,Texas,Montgomery,455746
50,3,7,48,341,Texas,Moore,21904
50,3,7,48,343,Texas,Morris,12934
50,3,7,48,345,Texas,Motley,1210
50,3,7,48,347,Texas,Nacogdoches,64524
50,3,7,48,349,Texas,Navarro,47735
50,3,7,48,351,Texas,Newton,14445
50,3,7,48,353,Texas,Nolan,15216
50,3,7,48,355,Texas,Nueces,340223
50,3,7,48,357,Texas,Ochiltree,10223
50,3,7,48,359,Texas,Oldham,2052
50,3,7,48,361,Texas,Orange,81837
50,3,7,48,363,Texas,Palo Pinto,28111
50,3,7,48,365,Texas,Panola,23796
50,3,7,48,367,Texas,Parker,116927
50,3,7,48,369,Texas,Parmer,10269
50,3,7,48,371,Texas,Pecos,15507
50,3,7,48,373,Texas,Polk,45413
50,3,7,48,375,Texas,Potter,121073
50,3,7,48,377,Texas,Presidio,7818
50,3,7,48,379,Texas,Rains,10914
50,3,7,48,381,Texas,Randall,120725
50,3,7,48,383,Texas,Reagan,3367
50,3,7,48,385,Texas,Real,3309
50,3,7,48,387,Texas,Red River,12860
50,3,7,48,389,Texas,Reeves,13783
50,3,7,48,391,Texas,Refugio,7383
50,3,7,48,393,Texas,Roberts,929
50,3,7,48,395,Texas,Robertson,16622
50,3,7,48,397,Texas,Rockwall,78337
50,3,7,48,399,Texas,Runnels,10501
50,3,7,48,401,Texas,Rusk,53330
50,3,7,48,403,Texas,Sabine,10834
50,3,7,48,405,Texas,San Augustine,8865
50,3,7,48,407,Texas,San Jacinto,26384
50,3,7,48,409,Texas,San Patricio,64804
50,3,7,48,411,Texas,San Saba,6131
50,3,7,48,413,Texas,Schleicher,3461
50,3,7,48,415,Texas,Scurry,16921
50,3,7,48,417,Texas,Shackelford,3378
50,3,7,48,419,Texas,Shelby,25448
50,3,7,48,421,Texas,Sherman,3034
50,3,7,48,423,Texas,Smith,209714
50,3,7,48,425,Texas,Somervell,8490
50,3,7,48,427,Texas,Starr,60968
50,3,7,48,429,Texas,Stephens,9630
50,3,7,48,431,Texas,Sterling,1143
50,3,7,48,433,Texas,Stonewall,1490
50,3,7,48,435,Texas,Sutton,4128
50,3,7,48,437,Texas,Swisher,7854
50,3,7,48,439,Texas,Tarrant,1809034
50,3,7,48,441,Texas,Taylor,131506
50,3,7,48,443,Texas,Terrell,984
50,3,7,48,445,Texas,Terry,12651
50,3,7,48,447,Texas,Throckmorton,1641
50,3,7,48,449,Texas,Titus,32334
50,3,7,48,451,Texas,Tom Green,110224
50,3,7,48,453,Texas,Travis,1024266
50,3,7,48,455,Texas,Trinity,14585
50,3,7,48,457,Texas,Tyler,21766
50,3,7,48,459,Texas,Upshur,39309
50,3,7,48,461,Texas,Upton,3355
50,3,7,48,463,Texas,Uvalde,26405
50,3,7,48,465,Texas,Val Verde,48879
50,3,7,48,467,Texas,Van Zandt,52579
50,3,7,48,469,Texas,Victoria,86793
50,3,7,48,471,Texas,Walker,67861
50,3,7,48,473,Texas,Waller,43205
50,3,7,48,475,Texas,Ward,10658
50,3,7,48,477,Texas,Washington,33718
50,3,7,48,479,Texas,Webb,250304
50,3,7,48,481,Texas,Wharton,41280
50,3,7,48,483,Texas,Wheeler,5410
50,3,7,48,485,Texas,Wichita,131500
50,3,7,48,487,Texas,Wilbarger,13535
50,3,7,48,489,Texas,Willacy,22134
50,3,7,48,491,Texas,Williamson,422679
50,3,7,48,493,Texas,Wilson,42918
50,3,7,48,495,Texas,Winkler,7110
50,3,7,48,497,Texas,Wise,59127
50,3,7,48,499,Texas,Wood,41964
50,3,7,48,501,Texas,Yoakum,7879
50,3,7,48,503,Texas,Young,18550
50,3,7,48,505,Texas,Zapata,14018
50,3,7,48,507,Texas,Zavala,11677
50,4,8,49,1,Utah,Beaver,6629
50,4,8,49,3,Utah,Box Elder,49975
50,4,8,49,5,Utah,Cache,112656
50,4,8,49,7,Utah,Carbon,21403
50,4,8,49,9,Utah,Daggett,1059
50,4,8,49,11,Utah,Davis,306479
50,4,8,49,13,Utah,Duchesne,18607
50,4,8,49,15,Utah,Emery,10976
50,4,8,49,17,Utah,Garfield,5172
50,4,8,49,19,Utah,Grand,9225
50,4,8,49,21,Utah,Iron,46163
50,4,8,49,23,Utah,Juab,10246
50,4,8,49,25,Utah,Kane,7125
50,4,8,49,27,Utah,Millard,12503
50,4,8,49,29,Utah,Morgan,9469
50,4,8,49,31,Utah,Piute,1556
50,4,8,49,33,Utah,Rich,2264
50,4,8,49,35,Utah,Salt Lake,1029655
50,4,8,49,37,Utah,San Juan,14746
50,4,8,49,39,Utah,Sanpete,27822
50,4,8,49,41,Utah,Sevier,20802
50,4,8,49,43,Utah,Summit,36324
50,4,8,49,45,Utah,Tooele,58218
50,4,8,49,47,Utah,Uintah,32588
50,4,8,49,49,Utah,Utah,516564
50,4,8,49,51,Utah,Wasatch,23530
50,4,8,49,53,Utah,Washington,138115
50,4,8,49,55,Utah,Wayne,2778
50,4,8,49,57,Utah,Weber,231236
50,1,1,50,1,Vermont,Addison,36821
50,1,1,50,3,Vermont,Bennington,37125
50,1,1,50,5,Vermont,Caledonia,31227
50,1,1,50,7,Vermont,Chittenden,156545
50,1,1,50,9,Vermont,Essex,6306
50,1,1,50,11,Vermont,Franklin,47746
50,1,1,50,13,Vermont,Grand Isle,6970
50,1,1,50,15,Vermont,Lamoille,24475
50,1,1,50,17,Vermont,Orange,28936
50,1,1,50,19,Vermont,Orleans,27231
50,1,1,50,21,Vermont,Rutland,61642
50,1,1,50,23,Vermont,Washington,59534
50,1,1,50,25,Vermont,Windham,44513
50,1,1,50,27,Vermont,Windsor,56670
50,3,5,51,1,Virginia,Accomack,33164
50,3,5,51,3,Virginia,Albemarle,98970
50,3,5,51,5,Virginia,Alleghany,16250
50,3,5,51,7,Virginia,Amelia,12690
50,3,5,51,9,Virginia,Amherst,32353
50,3,5,51,11,Virginia,Appomattox,14973
50,3,5,51,13,Virginia,Arlington,207627
50,3,5,51,15,Virginia,Augusta,73750
50,3,5,51,17,Virginia,Bath,4731
50,3,5,51,19,Virginia,Bedford,68676
50,3,5,51,21,Virginia,Bland,6824
50,3,5,51,23,Virginia,Botetourt,33148
50,3,5,51,25,Virginia,Brunswick,17434
50,3,5,51,27,Virginia,Buchanan,24098
50,3,5,51,29,Virginia,Buckingham,17146
50,3,5,51,31,Virginia,Campbell,54842
50,3,5,51,33,Virginia,Caroline,28545
50,3,5,51,35,Virginia,Carroll,30042
50,3,5,51,36,Virginia,Charles,7256
50,3,5,51,37,Virginia,Charlotte,12586
50,3,5,51,41,Virginia,Chesterfield,316236
50,3,5,51,43,Virginia,Clarke,14034
50,3,5,51,45,Virginia,Craig,5190
50,3,5,51,47,Virginia,Culpeper,46689
50,3,5,51,49,Virginia,Cumberland,10052
50,3,5,51,51,Virginia,Dickenson,15903
50,3,5,51,53,Virginia,Dinwiddie,28001
50,3,5,51,57,Virginia,Essex,11151
50,3,5,51,59,Virginia,Fairfax,1081726
50,3,5,51,61,Virginia,Fauquier,65203
50,3,5,51,63,Virginia,Floyd,15279
50,3,5,51,65,Virginia,Fluvanna,25691
50,3,5,51,67,Virginia,Franklin,56159
50,3,5,51,69,Virginia,Frederick,78305
50,3,5,51,71,Virginia,Giles,17286
50,3,5,51,73,Virginia,Gloucester,36858
50,3,5,51,75,Virginia,Goochland,21717
50,3,5,51,77,Virginia,Grayson,15533
50,3,5,51,79,Virginia,Greene,18403
50,3,5,51,81,Virginia,Greensville,12243
50,3,5,51,83,Virginia,Halifax,36241
50,3,5,51,85,Virginia,Hanover,99863
50,3,5,51,87,Virginia,Henrico,306935
50,3,5,51,89,Virginia,Henry,54151
50,3,5,51,91,Virginia,Highland,2321
50,3,5,51,93,Virginia,Isle of Wight,35270
50,3,5,51,95,Virginia,James,67009
50,3,5,51,97,Virginia,King and Queen,6945
50,3,5,51,99,Virginia,King George,23584
50,3,5,51,101,Virginia,King William,15935
50,3,5,51,103,Virginia,Lancaster,11391
50,3,5,51,105,Virginia,Lee,25587
50,3,5,51,107,Virginia,Loudoun,312311
50,3,5,51,109,Virginia,Louisa,33153
50,3,5,51,111,Virginia,Lunenburg,12914
50,3,5,51,113,Virginia,Madison,13308
50,3,5,51,115,Virginia,Mathews,8978
50,3,5,51,117,Virginia,Mecklenburg,32727
50,3,5,51,119,Virginia,Middlesex,10959
50,3,5,51,121,Virginia,Montgomery,94392
50,3,5,51,125,Virginia,Nelson,15020
50,3,5,51,127,Virginia,New Kent,18429
50,3,5,51,131,Virginia,Northampton,12389
50,3,5,51,133,Virginia,Northumberland,12330
50,3,5,51,135,Virginia,Nottoway,15853
50,3,5,51,137,Virginia,Orange,33481
50,3,5,51,139,Virginia,Page,24042
50,3,5,51,141,Virginia,Patrick,18490
50,3,5,51,143,Virginia,Pittsylvania,63506
50,3,5,51,145,Virginia,Powhatan,28046
50,3,5,51,147,Virginia,Prince Edward,23368
50,3,5,51,149,Virginia,Prince George,35725
50,3,5,51,153,Virginia,Prince William,402002
50,3,5,51,155,Virginia,Pulaski,34872
50,3,5,51,157,Virginia,Rappahannock,7373
50,3,5,51,159,Virginia,Richmond,9254
50,3,5,51,161,Virginia,Roanoke,92376
50,3,5,51,163,Virginia,Rockbridge,22307
50,3,5,51,165,Virginia,Rockingham,76314
50,3,5,51,167,Virginia,Russell,28897
50,3,5,51,169,Virginia,Scott,23177
50,3,5,51,171,Virginia,Shenandoah,41993
50,3,5,51,173,Virginia,Smyth,32208
50,3,5,51,175,Virginia,Southampton,18570
50,3,5,51,177,Virginia,Spotsylvania,122397
50,3,5,51,179,Virginia,Stafford,128961
50,3,5,51,181,Virginia,Surry,7058
50,3,5,51,183,Virginia,Sussex,12087
50,3,5,51,185,Virginia,Tazewell,45078
50,3,5,51,187,Virginia,Warren,37575
50,3,5,51,191,Virginia,Washington,54876
50,3,5,51,193,Virginia,Westmoreland,17454
50,3,5,51,195,Virginia,Wise,41452
50,3,5,51,197,Virginia,Wythe,29235
50,3,5,51,199,Virginia,York,65464
50,3,5,51,510,Virginia,Alexandria,139966
50,3,5,51,520,Virginia,Bristol,17835
50,3,5,51,530,Virginia,Buena Vista,6650
50,3,5,51,540,Virginia,Charlottesville,43475
50,3,5,51,550,Virginia,Chesapeake,222209
50,3,5,51,570,Virginia,Colonial Heights,17411
50,3,5,51,580,Virginia,Covington,5961
50,3,5,51,590,Virginia,Danville,43055
50,3,5,51,595,Virginia,Emporia,5927
50,3,5,51,600,Virginia,Fairfax,22565
50,3,5,51,610,Virginia,Falls Church,12332
50,3,5,51,620,Virginia,Franklin,8582
50,3,5,51,630,Virginia,Fredericksburg,24286
50,3,5,51,640,Virginia,Galax,7042
50,3,5,51,650,Virginia,Hampton,137436
50,3,5,51,660,Virginia,Harrisonburg,48914
50,3,5,51,670,Virginia,Hopewell,22591
50,3,5,51,678,Virginia,Lexington,7042
50,3,5,51,680,Virginia,Lynchburg,75568
50,3,5,51,683,Virginia,Manassas,37821
50,3,5,51,685,Virginia,Manassas Park,14273
50,3,5,51,690,Virginia,Martinsville,13821
50,3,5,51,700,Virginia,Newport News,180719
50,3,5,51,710,Virginia,Norfolk,242803
50,3,5,51,720,Virginia,Norton,3958
50,3,5,51,730,Virginia,Petersburg,32420
50,3,5,51,735,Virginia,Poquoson,12150
50,3,5,51,740,Virginia,Portsmouth,95535
50,3,5,51,750,Virginia,Radford,16408
50,3,5,51,760,Virginia,Richmond,204214
50,3,5,51,770,Virginia,Roanoke,97032
50,3,5,51,775,Virginia,Salem,24802
50,3,5,51,790,Virginia,Staunton,23746
50,3,5,51,800,Virginia,Suffolk,84585
50,3,5,51,810,Virginia,Virginia Beach,437994
50,3,5,51,820,Virginia,Waynesboro,21006
50,3,5,51,830,Virginia,Williamsburg,14068
50,3,5,51,840,Virginia,Winchester,26203
50,4,9,53,1,Washington,Adams,18728
50,4,9,53,3,Washington,Asotin,21623
50,4,9,53,5,Washington,Benton,175177
50,4,9,53,7,Washington,Chelan,72453
50,4,9,53,9,Washington,Clallam,71404
50,4,9,53,11,Washington,Clark,425363
50,4,9,53,13,Washington,Columbia,4078
50,4,9,53,15,Washington,Cowlitz,102410
50,4,9,53,17,Washington,Douglas,38431
50,4,9,53,19,Washington,Ferry,7551
50,4,9,53,21,Washington,Franklin,78163
50,4,9,53,23,Washington,Garfield,2266
50,4,9,53,25,Washington,Grant,89120
50,4,9,53,27,Washington,Grays Harbor,72797
50,4,9,53,29,Washington,Island,78506
50,4,9,53,31,Washington,Jefferson,29872
50,4,9,53,33,Washington,King,1931249
50,4,9,53,35,Washington,Kitsap,251133
50,4,9,53,37,Washington,Kittitas,40915
50,4,9,53,39,Washington,Klickitat,20318
50,4,9,53,41,Washington,Lewis,75455
50,4,9,53,43,Washington,Lincoln,10570
50,4,9,53,45,Washington,Mason,60699
50,4,9,53,47,Washington,Okanogan,41120
50,4,9,53,49,Washington,Pacific,20920
50,4,9,53,51,Washington,Pend Oreille,13001
50,4,9,53,53,Washington,Pierce,795225
50,4,9,53,55,Washington,San Juan,15769
50,4,9,53,57,Washington,Skagit,116901
50,4,9,53,59,Washington,Skamania,11066
50,4,9,53,61,Washington,Snohomish,713335
50,4,9,53,63,Washington,Spokane,471221
50,4,9,53,65,Washington,Stevens,43531
50,4,9,53,67,Washington,Thurston,252264
50,4,9,53,69,Washington,Wahkiakum,3978
50,4,9,53,71,Washington,Walla Walla,58781
50,4,9,53,73,Washington,Whatcom,201140
50,4,9,53,75,Washington,Whitman,44776
50,4,9,53,77,Washington,Yakima,243231
50,3,5,54,1,West Virginia,Barbour,16589
50,3,5,54,3,West Virginia,Berkeley,104169
50,3,5,54,5,West Virginia,Boone,24629
50,3,5,54,7,West Virginia,Braxton,14523
50,3,5,54,9,West Virginia,Brooke,24069
50,3,5,54,11,West Virginia,Cabell,96319
50,3,5,54,13,West Virginia,Calhoun,7627
50,3,5,54,15,West Virginia,Clay,9386
50,3,5,54,17,West Virginia,Doddridge,8202
50,3,5,54,19,West Virginia,Fayette,46039
50,3,5,54,21,West Virginia,Gilmer,8693
50,3,5,54,23,West Virginia,Grant,11937
50,3,5,54,25,West Virginia,Greenbrier,35480
50,3,5,54,27,West Virginia,Hampshire,23964
50,3,5,54,29,West Virginia,Hancock,30676
50,3,5,54,31,West Virginia,Hardy,14025
50,3,5,54,33,West Virginia,Harrison,69099
50,3,5,54,35,West Virginia,Jackson,29211
50,3,5,54,37,West Virginia,Jefferson,53498
50,3,5,54,39,West Virginia,Kanawha,193063
50,3,5,54,41,West Virginia,Lewis,16372
50,3,5,54,43,West Virginia,Lincoln,21720
50,3,5,54,45,West Virginia,Logan,36743
50,3,5,54,47,West Virginia,McDowell,22113
50,3,5,54,49,West Virginia,Marion,56418
50,3,5,54,51,West Virginia,Marshall,33107
50,3,5,54,53,West Virginia,Mason,27324
50,3,5,54,55,West Virginia,Mercer,62264
50,3,5,54,57,West Virginia,Mineral,28212
50,3,5,54,59,West Virginia,Mingo,26839
50,3,5,54,61,West Virginia,Monongalia,96189
50,3,5,54,63,West Virginia,Monroe,13502
50,3,5,54,65,West Virginia,Morgan,17541
50,3,5,54,67,West Virginia,Nicholas,26233
50,3,5,54,69,West Virginia,Ohio,44443
50,3,5,54,71,West Virginia,Pendleton,7695
50,3,5,54,73,West Virginia,Pleasants,7605
50,3,5,54,75,West Virginia,Pocahontas,8719
50,3,5,54,77,West Virginia,Preston,33520
50,3,5,54,79,West Virginia,Putnam,55486
50,3,5,54,81,West Virginia,Raleigh,78859
50,3,5,54,83,West Virginia,Randolph,29405
50,3,5,54,85,West Virginia,Ritchie,10449
50,3,5,54,87,West Virginia,Roane,14926
50,3,5,54,89,West Virginia,Summers,13927
50,3,5,54,91,West Virginia,Taylor,16895
50,3,5,54,93,West Virginia,Tucker,7141
50,3,5,54,95,West Virginia,Tyler,9208
50,3,5,54,97,West Virginia,Upshur,24254
50,3,5,54,99,West Virginia,Wayne,42481
50,3,5,54,101,West Virginia,Webster,9154
50,3,5,54,103,West Virginia,Wetzel,16583
50,3,5,54,105,West Virginia,Wirt,5717
50,3,5,54,107,West Virginia,Wood,86956
50,3,5,54,109,West Virginia,Wyoming,23796
50,2,3,55,1,Wisconsin,Adams,20875
50,2,3,55,3,Wisconsin,Ashland,16157
50,2,3,55,5,Wisconsin,Barron,45870
50,2,3,55,7,Wisconsin,Bayfield,15014
50,2,3,55,9,Wisconsin,Brown,248007
50,2,3,55,11,Wisconsin,Buffalo,13587
50,2,3,55,13,Wisconsin,Burnett,15457
50,2,3,55,15,Wisconsin,Calumet,48971
50,2,3,55,17,Wisconsin,Chippewa,62415
50,2,3,55,19,Wisconsin,Clark,34690
50,2,3,55,21,Wisconsin,Columbia,56833
50,2,3,55,23,Wisconsin,Crawford,16644
50,2,3,55,25,Wisconsin,Dane,488073
50,2,3,55,27,Wisconsin,Dodge,88759
50,2,3,55,29,Wisconsin,Door,27785
50,2,3,55,31,Wisconsin,Douglas,44159
50,2,3,55,33,Wisconsin,Dunn,43857
50,2,3,55,35,Wisconsin,Eau Claire,98736
50,2,3,55,37,Wisconsin,Florence,4423
50,2,3,55,39,Wisconsin,Fond du Lac,101633
50,2,3,55,41,Wisconsin,Forest,9304
50,2,3,55,43,Wisconsin,Grant,51208
50,2,3,55,45,Wisconsin,Green,36842
50,2,3,55,47,Wisconsin,Green Lake,19051
50,2,3,55,49,Wisconsin,Iowa,23687
50,2,3,55,51,Wisconsin,Iron,5916
50,2,3,55,53,Wisconsin,Jackson,20449
50,2,3,55,55,Wisconsin,Jefferson,83686
50,2,3,55,57,Wisconsin,Juneau,26664
50,2,3,55,59,Wisconsin,Kenosha,166426
50,2,3,55,61,Wisconsin,Kewaunee,20574
50,2,3,55,63,Wisconsin,La Crosse,114638
50,2,3,55,65,Wisconsin,Lafayette,16836
50,2,3,55,67,Wisconsin,Langlade,19977
50,2,3,55,69,Wisconsin,Lincoln,28743
50,2,3,55,71,Wisconsin,Manitowoc,81442
50,2,3,55,73,Wisconsin,Marathon,134063
50,2,3,55,75,Wisconsin,Marinette,41749
50,2,3,55,77,Wisconsin,Marquette,15404
50,2,3,55,78,Wisconsin,Menominee,4232
50,2,3,55,79,Wisconsin,Milwaukee,947735
50,2,3,55,81,Wisconsin,Monroe,44673
50,2,3,55,83,Wisconsin,Oconto,37660
50,2,3,55,85,Wisconsin,Oneida,35998
50,2,3,55,87,Wisconsin,Outagamie,176695
50,2,3,55,89,Wisconsin,Ozaukee,86395
50,2,3,55,91,Wisconsin,Pepin,7469
50,2,3,55,93,Wisconsin,Pierce,41019
50,2,3,55,95,Wisconsin,Polk,44205
50,2,3,55,97,Wisconsin,Portage,70019
50,2,3,55,99,Wisconsin,Price,14159
50,2,3,55,101,Wisconsin,Racine,195408
50,2,3,55,103,Wisconsin,Richland,18021
50,2,3,55,105,Wisconsin,Rock,160331
50,2,3,55,107,Wisconsin,Rusk,14755
50,2,3,55,109,Wisconsin,St. Croix,84345
50,2,3,55,111,Wisconsin,Sauk,61976
50,2,3,55,113,Wisconsin,Sawyer,16557
50,2,3,55,115,Wisconsin,Shawano,41949
50,2,3,55,117,Wisconsin,Sheboygan,115507
50,2,3,55,119,Wisconsin,Taylor,20689
50,2,3,55,121,Wisconsin,Trempealeau,28816
50,2,3,55,123,Wisconsin,Vernon,29773
50,2,3,55,125,Wisconsin,Vilas,21430
50,2,3,55,127,Wisconsin,Walworth,102228
50,2,3,55,129,Wisconsin,Washburn,15911
50,2,3,55,131,Wisconsin,Washington,131887
50,2,3,55,133,Wisconsin,Waukesha,389891
50,2,3,55,135,Wisconsin,Waupaca,52410
50,2,3,55,137,Wisconsin,Waushara,24496
50,2,3,55,139,Wisconsin,Winnebago,166994
50,2,3,55,141,Wisconsin,Wood,74749
50,4,8,56,1,Wyoming,Albany,36299
50,4,8,56,3,Wyoming,Big Horn,11668
50,4,8,56,5,Wyoming,Campbell,46133
50,4,8,56,7,Wyoming,Carbon,15885
50,4,8,56,9,Wyoming,Converse,13833
50,4,8,56,11,Wyoming,Crook,7083
50,4,8,56,13,Wyoming,Fremont,40123
50,4,8,56,15,Wyoming,Goshen,13249
50,4,8,56,17,Wyoming,Hot Springs,4812
50,4,8,56,19,Wyoming,Johnson,8569
50,4,8,56,21,Wyoming,Laramie,91738
50,4,8,56,23,Wyoming,Lincoln,18106
50,4,8,56,25,Wyoming,Natrona,75450
50,4,8,56,27,Wyoming,Niobrara,2484
50,4,8,56,29,Wyoming,Park,28205
50,4,8,56,31,Wyoming,Platte,8667
50,4,8,56,33,Wyoming,Sheridan,29116
50,4,8,56,35,Wyoming,Sublette,10247
50,4,8,56,37,Wyoming,Sweetwater,43806
50,4,8,56,39,Wyoming,Teton,21294
50,4,8,56,41,Wyoming,Uinta,21118
50,4,8,56,43,Wyoming,Washakie,8533
50,4,8,56,45,Wyoming,Weston,7208
